conversation_id,text,manipulation_type,is_manipulation,context_type,conversation_length,word_count_total,question_count,denial_count
conv_05139,"A: I've been feeling stressed about the presentation.
B: Like, that's understandable. Want to practice together?
A: Good morning!
B: So, i'll try harder",neutral,False,friend,4,20,1,0
conv_05140,"A: I'm already planning our future together. Isn't that exciting?
B: Um, we've only been together a month.
A: I've bought you something special. You'll respect it. I know everything about you.
B: This is all moving so fast.
A: Fast? Or perfect? I'd do anything for you. Anything.
B: I don't know what to say...",love_bombing,True,coworker,6,50,3,3
conv_05141,"A: What time works for you tomorrow?
B: Um, how about 2pm? I'm free after lunch.
A: Hi there
B: Sounds good. See you then!
B: This is hard for me.
A: It's not about you.
B: This is hard for me.
A: It's not about you.",neutral,False,romantic,8,39,2,4
conv_05142,"A: Remember who pays the bills around here.
B: I contribute too.
A: Barely. Without me, you'd have nothing.
B: So, if you say so
A: Try surviving on your own then. See how long you last.",direct_coercion,True,friend,5,32,0,3
conv_05143,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: So, but...
A: Don't you like them? I put so much thought into each one.
B: You know, i do, I just feel overwhelmed.
B: I need time to think.
A: You've had enough time.",love_bombing,True,romantic,8,56,1,8
conv_05144,"A: Remember who pays the bills around here.
B: Actually, i contribute too.
A: Barely. Without me, you'd have nothing.
B: Actually, that's not true.",direct_coercion,True,friend,4,21,0,5
conv_05145,"A: I was hoping we could hang out tonight.
B: I actually have plans already, sorry.
A: No worries, maybe another time?
B: I'll try harder
B: I mean, this is hard for me.",neutral,False,romantic,5,29,1,3
conv_05147,"A: I was hoping we could hang out tonight.
B: You know, i actually have plans already, sorry.
A: No worries, maybe another time?",neutral,False,romantic,3,21,1,4
conv_05150,"A: Do what I say or I'll make sure no one talks to you again.
B: So, you can't control who talks to me.
A: You'd be surprised what I can do. Everyone listens to me.
B: So, if you say so
A: You have until tonight
B: This is hard for me.
A: It's not about you.
B: I mean, i don't know what to say...",direct_coercion,True,family,8,59,0,6
conv_05151,"A: My chest hurts when you talk to me like that.
B: I was just asking for space.
A: If something happens to me, I hope you can live with yourself.
B: Well, i didn't mean to upset you...",guilt_tripping,True,friend,4,35,0,1
conv_05153,"A: It's them or me. Decide now.
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: If you say so",direct_coercion,True,friend,4,20,0,3
conv_05154,"A: Cancel your plans tonight. I need to see you.
B: I mean, i promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: You know, i didn't mean to
A: They don't understand you like I do. No one does.
B: I don't know what to say...
A: Of course you don't.",love_bombing,True,coworker,7,60,0,7
conv_05155,"A: My chest hurts when you talk to me like that.
B: I was just asking for space.
A: Don't worry about me
B: You know, i didn't mean to
A: Your friend would never treat their family this way
B: Can we talk about this?",guilt_tripping,True,coworker,6,40,1,4
conv_05156,"A: I'd do anything for you
B: I'm at work right now.
A: I really like you
B: We saw each other this morning.
A: That's too long. You're the most important person in my life.
B: Can we talk about this?",love_bombing,True,family,6,36,1,1
conv_05158,"A: Can you send me the report when you get a chance?
B: That's not true
A: Thanks, no rush if you need more time.
B: Hold on",neutral,False,coworker,4,24,1,3
conv_05159,"A: I never said I'd pick you up. You're imagining things again.
B: So, but you literally texted me yesterday...
A: Show me the text then. You won't find it because it didn't happen.
B: Actually, okay, okay
A: This is exactly why people don't trust you. You make things up.",gaslighting,True,romantic,5,46,0,4
conv_05160,"A: I didn't raise my voice. You're overreacting.
B: I mean, you were definitely yelling.
A: See, this is what I mean. You twist everything.
B: Uh, i thought...",gaslighting,True,friend,4,25,0,1
conv_05161,"A: Don't worry about me. You go enjoy yourself.
B: Are you sure? I can stay if you need me.
A: No, no. I've sacrificed enough. Go be happy.
B: Really?
A: I'm not trying to. It's just hard being alone all the time.
B: I mean, fine, I'll stay.
B: This is hard for me.",guilt_tripping,True,friend,7,49,2,6
conv_05162,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Did you? I must have missed that.
B: Um, i literally asked you twice.
A: If you say so. I'm sure you're right.
B: You know, huh?
B: Can we talk about this?
A: There's nothing to discuss.",passive_aggressive,True,family,8,48,3,6
conv_05163,"A: You're the smartest person in this room. That's why I need your help.
B: I mean, what do you need?
A: Just a small favor. You're literally the only one I trust with this.
B: Um, if you say so
A: See? This is why you're my favorite person.
B: I need time to think.",charm_flattery,True,coworker,6,50,2,0
conv_05164,"A: I'm in charge here
B: Um, are you sure?
A: Should have thought about that before. Your choice.
B: Uh, you can't do this.
A: Watch me. Now sit down.",direct_coercion,True,romantic,5,26,1,2
conv_05165,"A: You have one hour to decide. After that, I'm done.
B: I can't make a decision this fast.
A: I don't want to hear excuses
B: Actually, can we please talk about this?
A: Fifty-five minutes left.
B: I didn't mean to
B: Can we talk about this?
A: There's nothing to discuss.",direct_coercion,True,romantic,8,46,2,6
conv_05167,"A: I got you another gift. Open it!
B: You already gave me three things this week.
A: You deserve the world. Nothing is too good for you.
B: Maybe I was wrong",love_bombing,True,coworker,4,29,0,5
conv_05168,"A: Remember who pays the bills around here.
B: I contribute too.
A: Barely. Without me, you'd have nothing.
B: That's not true.
A: Try surviving on your own then. See how long you last.
B: I need time to think.
A: You've had enough time.",direct_coercion,True,coworker,7,39,0,6
conv_05169,"A: Cancel your plans tonight. I need to see you.
B: I promised my friends I'd go out with them.
A: But I made special plans for us. I've been thinking about you all day.
B: Like, i can't keep canceling on them.
A: You're the only one I can talk to
B: Uh, this is hard for me.
A: It's not about you.",love_bombing,True,friend,7,57,0,3
conv_05170,"A: What time works for you tomorrow?
B: How about 2pm? I'm free after lunch.
A: Perfect. I'll meet you at the usual spot.
B: Sounds good. See you then!
B: This is hard for me.
A: It's not about you.
B: Like, i don't know what to say...
A: Of course you don't.",neutral,False,coworker,8,46,2,5
conv_05171,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.
B: I mean, what do you mean?
A: It's fine. I'm used to being disappointed by people I care about.
B: I need time to think.
A: You've had enough time.",guilt_tripping,True,coworker,7,55,2,3
conv_05172,"A: I'll always be there for you
B: We've only been together a month.
A: I've bought you something special. You'll love it. I know everything about you.
B: I'm sorry, I'll change
A: Fast? Or perfect? I'd do anything for you. Anything.
B: I don't know what to say...
A: Of course you don't.
B: This is hard for me.",love_bombing,True,romantic,8,53,2,4
conv_05173,"A: Your sibling would never treat me this way.
B: I'm just asking for some time alone.
A: They always make time for family. I guess I raised you wrong.
B: Fine, I'll do it
A: Life isn't fair. I've given you everything.
B: This is hard for me.
A: It's not about you.
B: I need time to think.",guilt_tripping,True,romantic,8,52,0,3
conv_05174,"A: Can you send me the report when you get a chance?
B: Well, sure, I'll have it to you by 3pm.
A: Thanks, no rush if you need more time.
B: I mean, i'm sorry",neutral,False,family,4,32,1,1
conv_05175,"A: No, no, go ahead. I'll handle everything here. As usual.
B: Um, i offered to help earlier.
A: As usual, it's all on me
B: Um, i didn't mean to
A: If you say so. I'm sure you're right.
B: You know, i'm sorry, I'll change",passive_aggressive,True,friend,6,41,0,4
conv_05176,"A: Go ahead. Have fun. I'll just stay here alone.
B: You could come with me?
A: No, I wouldn't want to be a burden. You clearly don't want me there.
B: I mean, that's not what I said...
A: It's fine. I'm used to being disappointed by people I care about.
B: This is hard for me.",guilt_tripping,True,friend,6,52,1,4
conv_05177,"A: It's them or me. Decide now.
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: I'm sorry, I'll change
A: Just do it
B: Um, i need time to think.
A: You've had enough time.
B: I don't know what to say...",direct_coercion,True,romantic,8,39,0,6
conv_05178,"A: No, no, go ahead. I'll handle everything here. As usual.
B: I offered to help earlier.
A: Fine, I'll handle it. Again
B: I literally asked you twice.
A: If you say so. I'm sure you're right.
B: Why are you being like this?",passive_aggressive,True,coworker,6,39,1,2
conv_05179,"A: Do what I say or I'll make sure no one talks to you again.
B: What do you mean?
A: You'd be surprised what I can do. Everyone listens to me.
B: What do you mean?
A: Call it what you want. Your reputation is in my hands.
B: I need time to think.
A: You've had enough time.",direct_coercion,True,friend,7,53,2,2
conv_05180,"A: It's them or me. Decide now.
B: That's not fair.
A: Life isn't fair. You have until tonight.
B: I mean, i need time to think.",direct_coercion,True,friend,4,23,0,3
conv_05181,"A: You're the one who started this argument, not me.
B: Well, i only asked a simple question.
A: Your tone was aggressive. Everyone could see it.
B: Are you sure?
A: That's the problem. You never realize how you come across.",gaslighting,True,family,5,37,1,3
conv_05182,"A: Can you send me the report when you get a chance?
B: I mean, that's not true
A: Thanks, no rush if you need more time.
B: Appreciate it. I'll let you know.
B: I don't know what to say...
A: Of course you don't.
B: I need time to think.
A: You've had enough time.",neutral,False,coworker,8,49,1,8
conv_05183,"A: Did you see the game last night?
B: I don't understand
A: I couldn't believe that last play.
B: You know, same. We should watch the next one together.
B: Can we talk about this?
A: There's nothing to discuss.
B: Can we talk about this?",neutral,False,friend,7,40,3,5
conv_05184,"A: You're being way too sensitive about this.
B: I just feel like you dismissed me in front of everyone.
A: No one else noticed. It's all in your head.
B: So, okay, okay
B: Can we talk about this?
A: There's nothing to discuss.
B: This is hard for me.",gaslighting,True,family,7,44,1,6
conv_05185,"A: After everything I've done for you, you can't do this one thing?
B: I'm just really tired today.
A: Remember when I helped you?
B: But...",guilt_tripping,True,romantic,4,23,2,1
conv_05186,"B: Are you okay? You've been quiet all day.
A: I'm fine.
B: Did I do something wrong?
A: Oh, my mistake then
B: Please just tell me what's going on.
A: If you don't know, I'm not going to explain it.
B: Can we talk about this?",passive_aggressive,True,family,7,41,3,4
